transaction_id,customer_id,merchant_id,amount,currency,payment_method,transaction_hour,transaction_day,failure_reason,failure_category,previous_transaction_count,previous_success_count,previous_failure_count,customer_success_rate,days_since_last_success,retry_count,recovery_attempted,recovery_action,retry_delay_minutes,recovery_success,recovered_amount,recovery_time_minutes,recovery_probability,revenue_at_risk
TXN104664,CUST2313,MERCH141,1300.36,INR,Wallet,5,Monday,Network Timeout,Temporary,26,19,7,0.731,83,1,True,Retry,0,1,1263.07,5,0.58,754.21
TXN104665,CUST1439,MERCH128,683.46,INR,Net Banking,23,Wednesday,Network Timeout,Temporary,27,22,5,0.815,85,3,True,Retry,0,0,0.0,0,0.59,403.24
TXN104666,CUST2691,MERCH122,5147.73,INR,Debit Card,16,Tuesday,Insufficient Balance,Customer Related,40,24,16,0.6,44,0,True,Send Payment Reminder,30,0,0.0,0,0.4,2059.09
TXN104667,CUST1932,MERCH116,407.6,INR,Credit Card,15,Friday,Network Timeout,Temporary,16,14,2,0.875,66,0,True,Retry After Delay,15,1,405.45,22,0.8,326.08
TXN104668,CUST1006,MERCH108,2379.55,INR,UPI,15,Sunday,Gateway Timeout,Temporary,30,29,1,0.967,53,3,True,Retry,0,0,0.0,0,0.64,1522.91
TXN104669,CUST2219,MERCH149,1235.27,INR,UPI,6,Monday,Gateway Timeout,Temporary,38,37,1,0.974,64,1,True,Retry After Delay,15,1,1210.36,24,0.73,901.75
TXN104670,CUST1420,MERCH135,6128.26,INR,UPI,15,Saturday,Incorrect Payment Details,Customer Related,33,32,1,0.97,60,1,True,Send Payment Reminder,120,0,0.0,0,0.48,2941.56
TXN104671,CUST2591,MERCH108,1759.34,INR,Net Banking,8,Thursday,Gateway Timeout,Temporary,16,15,1,0.938,75,0,True,Retry After Delay,5,1,1687.42,13,0.8,1407.47
TXN104672,CUST1832,MERCH115,1004.33,INR,UPI,22,Saturday,Insufficient Balance,Customer Related,33,28,5,0.848,51,0,True,Send Payment Reminder,30,1,977.95,41,0.55,552.38
TXN104673,CUST2216,MERCH135,1098.65,INR,Credit Card,5,Saturday,Incorrect Payment Details,Customer Related,20,18,2,0.9,89,0,True,Send Payment Reminder,30,0,0.0,0,0.5,549.33
TXN104674,CUST1558,MERCH147,1382.88,INR,UPI,15,Sunday,Bank Server Unavailable,Temporary,31,25,6,0.806,1,0,True,Retry After Delay,30,1,1363.99,37,0.85,1175.45
TXN104675,CUST2171,MERCH132,536.88,INR,UPI,8,Wednesday,Authentication Failure,Technical,48,24,24,0.5,21,0,True,Escalate,0,0,0.0,0,0.3,161.06
TXN104676,CUST2810,MERCH130,725.24,INR,UPI,3,Friday,Authentication Failure,Technical,27,14,13,0.519,78,2,False,Stop Recovery,0,0,0.0,0,0.11,79.78
TXN104677,CUST2692,MERCH105,321.19,INR,Credit Card,21,Wednesday,Processing Error,Technical,32,22,10,0.688,55,0,True,Escalate,0,1,314.77,8,0.45,144.54
TXN104678,CUST2225,MERCH109,640.1,INR,UPI,5,Sunday,Insufficient Balance,Customer Related,22,21,1,0.955,3,0,True,Send Payment Reminder,120,1,618.38,132,0.55,352.06
TXN104679,CUST2467,MERCH115,1443.93,INR,Credit Card,13,Sunday,Insufficient Balance,Customer Related,36,20,16,0.556,63,0,False,Stop Recovery,0,0,0.0,0,0.2,288.79
TXN104680,CUST1913,MERCH103,1702.99,INR,Credit Card,2,Friday,Incorrect Payment Details,Customer Related,27,16,11,0.593,63,1,False,Stop Recovery,0,0,0.0,0,0.13,221.39
TXN104681,CUST2442,MERCH121,274.94,INR,Debit Card,22,Thursday,Network Timeout,Temporary,25,16,9,0.64,29,3,True,Retry,0,1,266.51,4,0.49,134.72
TXN104682,CUST2450,MERCH112,1200.18,INR,Debit Card,16,Sunday,Network Timeout,Temporary,2,2,0,1.0,17,2,True,Retry After Delay,10,0,0.0,0,0.71,852.13
TXN104683,CUST2006,MERCH115,2102.18,INR,Debit Card,10,Tuesday,Gateway Timeout,Temporary,46,26,20,0.565,58,1,True,Retry,0,0,0.0,0,0.48,1009.05
TXN104684,CUST2502,MERCH128,1175.76,INR,Credit Card,23,Sunday,Incorrect Payment Details,Customer Related,38,31,7,0.816,4,0,True,Send Payment Reminder,30,1,1156.1,35,0.55,646.67
TXN104685,CUST2498,MERCH105,806.71,INR,UPI,7,Sunday,Network Timeout,Temporary,23,19,4,0.826,62,0,True,Retry After Delay,30,1,787.31,32,0.8,645.37
TXN104686,CUST1125,MERCH125,963.21,INR,Wallet,7,Tuesday,Payment Declined,Customer Related,12,6,6,0.5,86,2,False,Stop Recovery,0,0,0.0,0,0.06,57.79
TXN104687,CUST1394,MERCH110,869.04,INR,UPI,3,Monday,Gateway Timeout,Temporary,37,18,19,0.486,78,1,True,Retry,0,0,0.0,0,0.43,373.69
TXN104688,CUST1816,MERCH123,804.82,INR,UPI,14,Sunday,Payment Declined,Customer Related,46,34,12,0.739,78,0,True,Send Payment Reminder,60,1,767.55,65,0.35,281.69
TXN104689,CUST1880,MERCH128,1539.26,INR,UPI,15,Wednesday,Insufficient Balance,Customer Related,37,30,7,0.811,57,0,True,Send Payment Reminder,30,1,1504.52,40,0.55,846.59
TXN104690,CUST2829,MERCH102,8485.81,INR,Credit Card,21,Wednesday,Network Timeout,Temporary,50,50,0,1.0,73,0,True,Retry After Delay,15,1,8254.48,17,0.8,6788.65
TXN104691,CUST1575,MERCH109,738.81,INR,UPI,10,Wednesday,Bank Server Unavailable,Temporary,48,30,18,0.625,66,0,True,Retry,0,1,731.97,13,0.65,480.23
TXN104692,CUST1324,MERCH100,1038.45,INR,Debit Card,6,Tuesday,Bank Server Unavailable,Temporary,21,12,9,0.571,5,2,True,Retry,0,0,0.0,0,0.41,425.76
TXN104693,CUST2415,MERCH142,1285.16,INR,Credit Card,17,Sunday,Bank Server Unavailable,Temporary,48,27,21,0.562,18,0,True,Retry,0,1,1228.12,1,0.55,706.84
TXN104694,CUST1929,MERCH125,772.87,INR,Credit Card,5,Monday,Insufficient Balance,Customer Related,42,21,21,0.5,43,1,False,Stop Recovery,0,0,0.0,0,0.18,139.12
TXN104695,CUST2711,MERCH111,3224.68,INR,UPI,23,Tuesday,Processing Error,Technical,11,6,5,0.545,41,0,True,Escalate,0,0,0.0,0,0.3,967.4
TXN104696,CUST2651,MERCH113,201.0,INR,Credit Card,3,Saturday,Payment Declined,Customer Related,21,14,7,0.667,9,3,False,Stop Recovery,0,0,0.0,0,0.19,38.19
TXN104697,CUST2463,MERCH124,875.81,INR,UPI,4,Friday,Authentication Failure,Technical,37,37,0,1.0,68,0,True,Escalate,0,0,0.0,0,0.55,481.7
TXN104698,CUST2227,MERCH107,2577.7,INR,UPI,23,Wednesday,Processing Error,Technical,4,4,0,1.0,67,1,True,Escalate,0,1,2448.95,8,0.48,1237.3
TXN104699,CUST2509,MERCH142,1058.62,INR,UPI,2,Sunday,Payment Declined,Customer Related,26,15,11,0.577,21,0,False,Stop Recovery,0,0,0.0,0,0.25,264.65
TXN104700,CUST1832,MERCH103,694.59,INR,Debit Card,5,Sunday,Bank Server Unavailable,Temporary,20,11,9,0.55,39,2,True,Retry,0,1,688.37,2,0.41,284.78
TXN104701,CUST2054,MERCH127,1905.7,INR,Credit Card,13,Friday,Processing Error,Technical,7,3,4,0.429,46,0,True,Escalate,0,1,1830.54,1,0.3,571.71
TXN104702,CUST2411,MERCH106,2765.77,INR,Credit Card,0,Saturday,Payment Declined,Customer Related,38,32,6,0.842,88,0,True,Send Payment Reminder,120,0,0.0,0,0.5,1382.88
TXN104703,CUST2648,MERCH109,1585.27,INR,Credit Card,19,Thursday,Processing Error,Technical,47,23,24,0.489,65,0,False,Stop Recovery,0,0,0.0,0,0.25,396.32
TXN104704,CUST2900,MERCH135,705.58,INR,Credit Card,13,Sunday,Payment Declined,Customer Related,27,13,14,0.481,16,1,False,Stop Recovery,0,0,0.0,0,0.18,127.0
TXN104705,CUST2457,MERCH101,1929.4,INR,UPI,5,Friday,Incorrect Payment Details,Customer Related,47,29,18,0.617,28,0,True,Send Payment Reminder,30,1,1835.97,39,0.4,771.76
TXN104706,CUST1836,MERCH125,971.03,INR,UPI,2,Friday,Processing Error,Technical,17,8,9,0.471,83,0,False,Stop Recovery,0,0,0.0,0,0.25,242.76
TXN104707,CUST1925,MERCH149,2431.22,INR,Net Banking,16,Sunday,Incorrect Payment Details,Customer Related,32,30,2,0.938,87,1,True,Send Payment Reminder,120,1,2336.53,126,0.43,1045.42
TXN104708,CUST2399,MERCH113,4387.9,INR,Credit Card,21,Friday,Payment Declined,Customer Related,10,6,4,0.6,34,2,False,Stop Recovery,0,0,0.0,0,0.26,1140.85
TXN104709,CUST2367,MERCH115,166.59,INR,Debit Card,13,Sunday,Insufficient Balance,Customer Related,50,26,24,0.52,23,0,False,Stop Recovery,0,0,0.0,0,0.25,41.65
TXN104710,CUST1442,MERCH142,1463.89,INR,Credit Card,18,Sunday,Authentication Failure,Technical,11,9,2,0.818,16,0,True,Escalate,0,1,1455.55,9,0.6,878.33
TXN104711,CUST2602,MERCH141,334.09,INR,Debit Card,23,Sunday,Incorrect Payment Details,Customer Related,18,12,6,0.667,41,1,True,Send Payment Reminder,120,0,0.0,0,0.33,110.25
TXN104712,CUST1074,MERCH116,9446.8,INR,Credit Card,6,Tuesday,Insufficient Balance,Customer Related,2,1,1,0.5,80,1,False,Stop Recovery,0,0,0.0,0,0.13,1228.08
TXN104713,CUST1556,MERCH145,921.04,INR,UPI,10,Friday,Insufficient Balance,Customer Related,35,24,11,0.686,35,1,True,Send Payment Reminder,30,1,882.87,42,0.33,303.94
TXN104714,CUST2795,MERCH121,2433.53,INR,Net Banking,6,Saturday,Payment Declined,Customer Related,6,6,0,1.0,67,0,True,Send Payment Reminder,60,1,2350.79,65,0.5,1216.77
TXN104715,CUST2689,MERCH103,1302.12,INR,UPI,12,Wednesday,Network Timeout,Temporary,3,2,1,0.667,63,2,True,Retry,0,1,1276.77,7,0.51,664.08
TXN104716,CUST2178,MERCH118,704.53,INR,UPI,23,Monday,Bank Server Unavailable,Temporary,7,4,3,0.571,20,0,True,Retry,0,1,675.63,6,0.55,387.49
TXN104717,CUST2453,MERCH101,640.57,INR,UPI,22,Thursday,Bank Server Unavailable,Temporary,35,22,13,0.629,66,0,True,Retry,0,0,0.0,0,0.65,416.37
TXN104718,CUST1362,MERCH138,4762.57,INR,Debit Card,20,Wednesday,Processing Error,Technical,47,45,2,0.957,77,0,True,Escalate,0,0,0.0,0,0.55,2619.41
TXN104719,CUST1447,MERCH108,2877.71,INR,Debit Card,23,Monday,Gateway Timeout,Temporary,13,8,5,0.615,6,2,True,Retry,0,0,0.0,0,0.56,1611.52
TXN104720,CUST2257,MERCH118,6341.48,INR,Debit Card,13,Wednesday,Payment Declined,Customer Related,38,23,15,0.605,78,2,False,Stop Recovery,0,0,0.0,0,0.21,1331.71
TXN104721,CUST2586,MERCH115,1400.19,INR,Net Banking,23,Friday,Authentication Failure,Technical,2,1,1,0.5,88,2,False,Stop Recovery,0,0,0.0,0,0.11,154.02
TXN104722,CUST2841,MERCH124,1686.37,INR,UPI,10,Thursday,Bank Server Unavailable,Temporary,2,2,0,1.0,9,0,True,Retry After Delay,10,1,1656.45,13,0.85,1433.41
TXN104723,CUST1261,MERCH147,1081.65,INR,Credit Card,7,Sunday,Network Timeout,Temporary,8,5,3,0.625,50,1,True,Retry,0,1,1065.79,15,0.63,681.44
TXN104724,CUST2850,MERCH117,1064.58,INR,Credit Card,11,Wednesday,Processing Error,Technical,9,4,5,0.444,87,0,False,Stop Recovery,0,0,0.0,0,0.25,266.14
TXN104725,CUST1124,MERCH122,582.01,INR,Wallet,14,Thursday,Incorrect Payment Details,Customer Related,34,27,7,0.794,64,3,False,Stop Recovery,0,0,0.0,0,0.14,81.48
TXN104726,CUST1910,MERCH120,1432.55,INR,UPI,9,Tuesday,Bank Server Unavailable,Temporary,39,25,14,0.641,51,0,True,Retry After Delay,15,1,1377.47,16,0.7,1002.78
TXN104727,CUST1244,MERCH110,712.37,INR,Wallet,21,Tuesday,Authentication Failure,Technical,31,27,4,0.871,37,1,True,Escalate,0,1,680.18,12,0.53,377.56
TXN104728,CUST1541,MERCH138,1907.46,INR,UPI,1,Friday,Authentication Failure,Technical,29,16,13,0.552,78,0,False,Stop Recovery,0,0,0.0,0,0.25,476.86
TXN104729,CUST2961,MERCH140,1534.57,INR,Debit Card,23,Friday,Authentication Failure,Technical,49,48,1,0.98,90,0,True,Escalate,0,1,1488.68,2,0.55,844.01
TXN104730,CUST1484,MERCH103,1686.05,INR,Credit Card,12,Tuesday,Gateway Timeout,Temporary,47,40,7,0.851,72,1,True,Retry After Delay,15,0,0.0,0,0.73,1230.82
TXN104731,CUST1121,MERCH124,5115.88,INR,Net Banking,9,Wednesday,Insufficient Balance,Customer Related,36,33,3,0.917,45,1,True,Send Payment Reminder,60,0,0.0,0,0.48,2455.62
TXN104732,CUST1124,MERCH131,1299.62,INR,UPI,16,Sunday,Payment Declined,Customer Related,22,22,0,1.0,31,1,True,Send Payment Reminder,30,1,1280.04,36,0.48,623.82
TXN104733,CUST2572,MERCH129,2453.77,INR,UPI,21,Monday,Insufficient Balance,Customer Related,23,22,1,0.957,72,0,True,Send Payment Reminder,30,0,0.0,0,0.5,1226.88
TXN104734,CUST1169,MERCH144,6913.34,INR,UPI,9,Monday,Network Timeout,Temporary,13,12,1,0.923,36,1,True,Retry After Delay,10,1,6848.88,15,0.78,5392.41
TXN104735,CUST1123,MERCH125,3809.65,INR,Credit Card,21,Sunday,Network Timeout,Temporary,35,17,18,0.486,59,2,True,Retry,0,0,0.0,0,0.41,1561.96
TXN104736,CUST2892,MERCH135,3369.55,INR,Credit Card,5,Tuesday,Payment Declined,Customer Related,44,32,12,0.727,16,0,True,Send Payment Reminder,120,0,0.0,0,0.4,1347.82
TXN104737,CUST2058,MERCH133,1048.01,INR,Net Banking,19,Monday,Insufficient Balance,Customer Related,3,3,0,1.0,53,0,True,Send Payment Reminder,30,1,997.53,37,0.55,576.41
TXN104738,CUST2110,MERCH108,1609.56,INR,Credit Card,0,Wednesday,Network Timeout,Temporary,9,4,5,0.444,31,1,True,Retry,0,1,1572.26,6,0.48,772.59
TXN104739,CUST1645,MERCH111,466.56,INR,UPI,16,Monday,Incorrect Payment Details,Customer Related,48,43,5,0.896,35,0,True,Send Payment Reminder,60,1,449.24,63,0.55,256.61
TXN104740,CUST2731,MERCH101,1996.46,INR,UPI,0,Saturday,Insufficient Balance,Customer Related,18,17,1,0.944,37,0,True,Send Payment Reminder,60,0,0.0,0,0.55,1098.05
TXN104741,CUST1785,MERCH137,1668.31,INR,UPI,4,Monday,Gateway Timeout,Temporary,26,24,2,0.923,78,0,True,Retry After Delay,15,1,1619.6,24,0.8,1334.65
TXN104742,CUST1200,MERCH104,1364.72,INR,Debit Card,14,Sunday,Incorrect Payment Details,Customer Related,29,16,13,0.552,62,1,False,Stop Recovery,0,0,0.0,0,0.13,177.41
TXN104743,CUST1368,MERCH104,3046.52,INR,Net Banking,22,Saturday,Insufficient Balance,Customer Related,48,37,11,0.771,39,0,True,Send Payment Reminder,60,1,2974.74,72,0.4,1218.61
TXN104744,CUST1796,MERCH121,509.68,INR,Wallet,0,Sunday,Payment Declined,Customer Related,12,9,3,0.75,56,0,True,Send Payment Reminder,60,0,0.0,0,0.4,203.87
TXN104745,CUST1076,MERCH104,4953.7,INR,UPI,16,Tuesday,Network Timeout,Temporary,39,27,12,0.692,89,3,True,Retry,0,1,4888.13,5,0.44,2179.63
TXN104746,CUST1058,MERCH103,2755.66,INR,UPI,13,Thursday,Network Timeout,Temporary,23,15,8,0.652,65,1,True,Retry,0,1,2623.36,11,0.58,1598.28
TXN104747,CUST1430,MERCH108,1265.84,INR,UPI,12,Thursday,Payment Declined,Customer Related,19,13,6,0.684,63,1,False,Stop Recovery,0,0,0.0,0,0.28,354.44
TXN104748,CUST1637,MERCH128,1189.18,INR,Credit Card,10,Wednesday,Processing Error,Technical,24,16,8,0.667,29,0,True,Escalate,0,1,1139.85,7,0.45,535.13
TXN104749,CUST2523,MERCH121,1967.44,INR,Wallet,11,Thursday,Gateway Timeout,Temporary,44,30,14,0.682,74,0,True,Retry,0,1,1929.7,14,0.65,1278.84
TXN104750,CUST2936,MERCH126,4521.87,INR,UPI,5,Friday,Payment Declined,Customer Related,43,39,4,0.907,8,0,True,Send Payment Reminder,120,0,0.0,0,0.55,2487.03
TXN104751,CUST1108,MERCH109,1452.86,INR,UPI,10,Tuesday,Bank Server Unavailable,Temporary,44,41,3,0.932,30,3,True,Retry,0,0,0.0,0,0.64,929.83
TXN104752,CUST2759,MERCH115,1503.01,INR,Debit Card,1,Saturday,Gateway Timeout,Temporary,30,20,10,0.667,41,1,True,Retry,0,1,1460.99,14,0.63,946.9
TXN104753,CUST2007,MERCH141,1358.99,INR,Debit Card,17,Saturday,Network Timeout,Temporary,31,22,9,0.71,70,0,True,Retry,0,0,0.0,0,0.65,883.34
TXN104754,CUST2301,MERCH141,5572.61,INR,UPI,11,Thursday,Processing Error,Technical,19,10,9,0.526,15,0,True,Escalate,0,1,5352.46,5,0.3,1671.78
TXN104755,CUST1067,MERCH109,997.14,INR,Net Banking,22,Monday,Gateway Timeout,Temporary,21,13,8,0.619,55,0,True,Retry After Delay,5,1,950.52,16,0.7,698.0
TXN104756,CUST2092,MERCH105,1308.18,INR,UPI,14,Thursday,Bank Server Unavailable,Temporary,49,28,21,0.571,88,0,True,Retry,0,1,1302.61,3,0.5,654.09
TXN104757,CUST2188,MERCH148,4318.87,INR,Wallet,8,Tuesday,Incorrect Payment Details,Customer Related,47,44,3,0.936,77,0,True,Send Payment Reminder,60,0,0.0,0,0.5,2159.44
TXN104758,CUST2512,MERCH104,1506.6,INR,UPI,7,Monday,Bank Server Unavailable,Temporary,10,7,3,0.7,9,0,True,Retry After Delay,15,1,1458.61,20,0.7,1054.62
TXN104759,CUST1304,MERCH105,3326.4,INR,UPI,17,Monday,Bank Server Unavailable,Temporary,4,2,2,0.5,20,0,True,Retry,0,1,3228.36,15,0.55,1829.52
TXN104760,CUST2932,MERCH146,646.11,INR,UPI,15,Saturday,Network Timeout,Temporary,18,14,4,0.778,36,0,True,Retry After Delay,15,1,615.39,22,0.7,452.28
TXN104761,CUST1673,MERCH124,1136.57,INR,UPI,22,Sunday,Processing Error,Technical,45,31,14,0.689,49,1,True,Escalate,0,1,1121.71,8,0.38,431.9
TXN104762,CUST1364,MERCH149,4392.03,INR,Credit Card,20,Tuesday,Bank Server Unavailable,Temporary,37,24,13,0.649,13,0,True,Retry After Delay,30,1,4390.31,37,0.7,3074.42
TXN104763,CUST2877,MERCH103,779.71,INR,Debit Card,9,Wednesday,Processing Error,Technical,20,18,2,0.9,18,0,True,Escalate,0,0,0.0,0,0.6,467.83
TXN104764,CUST1820,MERCH139,1186.73,INR,Credit Card,11,Wednesday,Bank Server Unavailable,Temporary,36,28,8,0.778,57,1,True,Retry,0,0,0.0,0,0.63,747.64
TXN104765,CUST2402,MERCH147,1644.76,INR,Debit Card,19,Tuesday,Network Timeout,Temporary,48,31,17,0.646,8,0,True,Retry After Delay,30,1,1642.98,35,0.7,1151.33
TXN104766,CUST1342,MERCH131,607.09,INR,UPI,11,Saturday,Processing Error,Technical,32,20,12,0.625,42,1,True,Escalate,0,1,586.18,3,0.38,230.69
TXN104767,CUST1946,MERCH134,961.94,INR,UPI,9,Sunday,Payment Declined,Customer Related,27,27,0,1.0,8,0,True,Send Payment Reminder,30,1,960.07,36,0.55,529.07
TXN104768,CUST1898,MERCH109,1465.73,INR,Wallet,13,Tuesday,Gateway Timeout,Temporary,41,35,6,0.854,60,0,True,Retry After Delay,10,1,1422.32,20,0.85,1245.87
TXN104769,CUST2577,MERCH133,1390.4,INR,Net Banking,3,Tuesday,Insufficient Balance,Customer Related,24,12,12,0.5,58,0,False,Stop Recovery,0,0,0.0,0,0.25,347.6
TXN104770,CUST2377,MERCH135,3730.44,INR,UPI,14,Monday,Gateway Timeout,Temporary,29,22,7,0.759,24,0,True,Retry After Delay,30,1,3616.15,39,0.7,2611.31
TXN104771,CUST2439,MERCH105,4597.03,INR,UPI,19,Sunday,Payment Declined,Customer Related,24,21,3,0.875,44,3,True,Send Payment Reminder,60,0,0.0,0,0.34,1562.99
TXN104772,CUST2132,MERCH142,675.28,INR,Credit Card,8,Monday,Payment Declined,Customer Related,29,25,4,0.862,63,0,True,Send Payment Reminder,60,1,669.6,69,0.5,337.64
TXN104773,CUST2586,MERCH145,1464.13,INR,UPI,6,Tuesday,Network Timeout,Temporary,39,37,2,0.949,51,0,True,Retry After Delay,10,1,1448.89,22,0.85,1244.51
TXN104774,CUST1761,MERCH115,2297.09,INR,Credit Card,6,Saturday,Processing Error,Technical,18,14,4,0.778,84,0,True,Escalate,0,0,0.0,0,0.4,918.84
TXN104775,CUST2520,MERCH118,4505.61,INR,Credit Card,19,Monday,Insufficient Balance,Customer Related,10,6,4,0.6,8,0,True,Send Payment Reminder,60,0,0.0,0,0.4,1802.24
TXN104776,CUST1340,MERCH133,2379.85,INR,UPI,8,Friday,Bank Server Unavailable,Temporary,47,36,11,0.766,88,0,True,Retry,0,1,2317.37,6,0.65,1546.9
TXN104777,CUST1941,MERCH124,1690.42,INR,UPI,23,Tuesday,Gateway Timeout,Temporary,9,4,5,0.444,40,0,True,Retry,0,1,1643.72,7,0.55,929.73
TXN104778,CUST1382,MERCH130,2282.97,INR,Debit Card,9,Sunday,Processing Error,Technical,50,37,13,0.74,76,2,False,Stop Recovery,0,0,0.0,0,0.26,593.57
TXN104779,CUST2003,MERCH148,2296.21,INR,UPI,19,Monday,Insufficient Balance,Customer Related,11,7,4,0.636,33,0,True,Send Payment Reminder,30,0,0.0,0,0.4,918.48
TXN104780,CUST2556,MERCH140,637.67,INR,UPI,12,Wednesday,Payment Declined,Customer Related,12,8,4,0.667,78,1,False,Stop Recovery,0,0,0.0,0,0.28,178.55
TXN104781,CUST1299,MERCH116,1562.81,INR,Debit Card,5,Tuesday,Processing Error,Technical,2,2,0,1.0,21,0,True,Escalate,0,0,0.0,0,0.6,937.69
TXN104782,CUST1138,MERCH146,4304.12,INR,Debit Card,3,Sunday,Payment Declined,Customer Related,26,13,13,0.5,33,0,False,Stop Recovery,0,0,0.0,0,0.25,1076.03
TXN104783,CUST1358,MERCH129,1134.69,INR,UPI,16,Sunday,Payment Declined,Customer Related,9,6,3,0.667,55,1,True,Send Payment Reminder,60,0,0.0,0,0.33,374.45
TXN104784,CUST1835,MERCH138,1485.58,INR,Net Banking,20,Tuesday,Bank Server Unavailable,Temporary,17,12,5,0.706,65,1,True,Retry,0,1,1483.24,7,0.58,861.64
TXN104785,CUST2522,MERCH130,1103.22,INR,Debit Card,13,Tuesday,Payment Declined,Customer Related,35,21,14,0.6,57,0,True,Send Payment Reminder,120,0,0.0,0,0.4,441.29
TXN104786,CUST2408,MERCH118,210.38,INR,UPI,2,Thursday,Insufficient Balance,Customer Related,46,37,9,0.804,70,0,True,Send Payment Reminder,60,0,0.0,0,0.5,105.19
TXN104787,CUST2627,MERCH134,1361.68,INR,UPI,0,Tuesday,Processing Error,Technical,3,3,0,1.0,14,0,True,Escalate,0,0,0.0,0,0.6,817.01
TXN104788,CUST2982,MERCH128,1705.19,INR,Debit Card,17,Wednesday,Network Timeout,Temporary,6,6,0,1.0,25,0,True,Retry After Delay,5,1,1654.76,10,0.85,1449.41
TXN104789,CUST2303,MERCH100,888.92,INR,UPI,1,Monday,Gateway Timeout,Temporary,43,21,22,0.488,39,2,True,Retry,0,1,882.77,11,0.41,364.46
TXN104790,CUST2660,MERCH103,531.81,INR,Credit Card,7,Tuesday,Network Timeout,Temporary,23,13,10,0.565,23,0,True,Retry,0,0,0.0,0,0.55,292.5
TXN104791,CUST1482,MERCH127,662.17,INR,Debit Card,15,Saturday,Insufficient Balance,Customer Related,35,31,4,0.886,43,3,True,Send Payment Reminder,30,1,653.78,44,0.34,225.14
TXN104792,CUST1908,MERCH117,2468.46,INR,Credit Card,3,Friday,Network Timeout,Temporary,15,14,1,0.933,56,0,True,Retry After Delay,10,1,2358.23,21,0.85,2098.19
TXN104793,CUST2134,MERCH125,6490.01,INR,Credit Card,18,Saturday,Authentication Failure,Technical,8,7,1,0.875,17,1,True,Escalate,0,0,0.0,0,0.53,3439.71
TXN104794,CUST1865,MERCH139,4047.87,INR,Credit Card,19,Saturday,Processing Error,Technical,32,25,7,0.781,31,0,True,Escalate,0,0,0.0,0,0.45,1821.54
TXN104795,CUST1138,MERCH118,456.93,INR,UPI,9,Monday,Payment Declined,Customer Related,34,30,4,0.882,52,2,True,Send Payment Reminder,60,0,0.0,0,0.41,187.34
TXN104796,CUST1995,MERCH105,2653.68,INR,UPI,16,Wednesday,Network Timeout,Temporary,11,5,6,0.455,28,0,True,Retry,0,0,0.0,0,0.55,1459.52
TXN104797,CUST1434,MERCH100,787.98,INR,Credit Card,16,Thursday,Gateway Timeout,Temporary,46,25,21,0.543,7,1,True,Retry,0,0,0.0,0,0.48,378.23
TXN104798,CUST1508,MERCH107,840.66,INR,Debit Card,20,Sunday,Processing Error,Technical,3,2,1,0.667,18,0,True,Escalate,0,1,805.31,8,0.45,378.3
TXN104799,CUST1272,MERCH132,925.58,INR,Debit Card,6,Wednesday,Network Timeout,Temporary,29,29,0,1.0,80,1,True,Retry After Delay,30,0,0.0,0,0.73,675.67
TXN104800,CUST2122,MERCH142,2356.31,INR,UPI,8,Saturday,Payment Declined,Customer Related,10,9,1,0.9,6,1,True,Send Payment Reminder,120,1,2242.91,123,0.48,1131.03
TXN104801,CUST2787,MERCH120,2885.35,INR,Wallet,6,Thursday,Gateway Timeout,Temporary,18,17,1,0.944,66,1,True,Retry After Delay,15,1,2746.16,21,0.73,2106.31
TXN104802,CUST2873,MERCH123,1238.4,INR,UPI,20,Monday,Processing Error,Technical,18,16,2,0.889,20,0,True,Escalate,0,1,1213.91,1,0.6,743.04
TXN104803,CUST1103,MERCH124,1255.32,INR,UPI,2,Sunday,Gateway Timeout,Temporary,12,9,3,0.75,87,0,True,Retry,0,0,0.0,0,0.65,815.96
TXN104804,CUST2237,MERCH146,1941.88,INR,UPI,23,Thursday,Network Timeout,Temporary,27,22,5,0.815,2,0,True,Retry After Delay,10,1,1852.26,22,0.85,1650.6
TXN104805,CUST2784,MERCH142,2109.9,INR,UPI,11,Monday,Incorrect Payment Details,Customer Related,19,13,6,0.684,25,0,True,Send Payment Reminder,30,1,2018.77,34,0.4,843.96
TXN104806,CUST2687,MERCH118,3432.28,INR,Credit Card,22,Sunday,Gateway Timeout,Temporary,41,21,20,0.512,6,0,True,Retry,0,1,3302.6,8,0.55,1887.75
TXN104807,CUST1761,MERCH128,479.38,INR,UPI,3,Wednesday,Payment Declined,Customer Related,33,33,0,1.0,43,3,True,Send Payment Reminder,120,0,0.0,0,0.34,162.99
TXN104808,CUST1786,MERCH109,1361.06,INR,UPI,16,Saturday,Network Timeout,Temporary,25,12,13,0.48,29,2,True,Retry,0,0,0.0,0,0.41,558.03
TXN104809,CUST1164,MERCH111,569.97,INR,UPI,2,Wednesday,Insufficient Balance,Customer Related,44,32,12,0.727,9,0,True,Send Payment Reminder,60,0,0.0,0,0.4,227.99
TXN104810,CUST1998,MERCH132,1285.94,INR,Debit Card,10,Thursday,Insufficient Balance,Customer Related,2,1,1,0.5,73,2,False,Stop Recovery,0,0,0.0,0,0.06,77.16
TXN104811,CUST2876,MERCH106,1117.74,INR,Net Banking,7,Sunday,Insufficient Balance,Customer Related,2,2,0,1.0,14,2,True,Send Payment Reminder,30,0,0.0,0,0.41,458.27
