transaction_id,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,amount,failure_reason,failure_category,retry_count,recovery_success,recovered_amount,recovery_attempted,recovery_success_simulated,simulated_recovered_amount
TXN105105,0.268,299.67,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1118.48,Network Timeout,Temporary,3,0,0.0,False,0,0.0
TXN105106,0.387,578.02,LOW,Stop Recovery,Maximum retry limit reached,0,1495.49,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN105107,0.829,780.3,LOW,Retry After Delay,Temporary failure with high recovery probability,10,940.96,Network Timeout,Temporary,0,1,915.12,True,1,940.96
TXN105108,0.02,29.44,VERY LOW,Stop Recovery,Recovery probability is too low,0,1451.87,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105109,0.049,56.47,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1152.68,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN105110,0.46,201.25,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,437.26,Processing Error,Technical,0,0,0.0,True,1,437.26
TXN105111,0.025,38.28,VERY LOW,Stop Recovery,Recovery probability is too low,0,1548.72,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN105112,0.437,202.32,VERY LOW,Send Payment Reminder,Customer action may be required,60,462.81,Insufficient Balance,Customer Related,1,1,452.8,True,1,462.81
TXN105113,0.663,1013.74,LOW,Retry,Technical failure with high recovery potential,0,1529.19,Processing Error,Technical,0,1,1458.55,True,0,0.0
TXN105114,0.302,1213.7,LOW,Stop Recovery,Maximum retry limit reached,0,4021.09,Payment Declined,Customer Related,2,1,3897.35,False,0,0.0
TXN105115,0.39,417.44,VERY LOW,Escalate,Low recovery probability requires investigation,0,1069.75,Processing Error,Technical,0,1,1054.23,True,0,0.0
TXN105116,0.535,280.75,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,524.69,Processing Error,Technical,0,1,508.06,True,0,0.0
TXN105117,0.302,365.71,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1210.04,Gateway Timeout,Temporary,3,1,1164.91,False,0,0.0
TXN105118,0.549,378.27,VERY LOW,Stop Recovery,Maximum retry limit reached,0,688.44,Network Timeout,Temporary,3,1,673.47,False,0,0.0
TXN105119,0.441,951.28,LOW,Send Payment Reminder,Customer action may be required,60,2155.13,Insufficient Balance,Customer Related,1,1,2098.73,True,1,2155.13
TXN105120,0.11,130.68,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1189.88,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN105121,0.376,1978.28,LOW,Stop Recovery,Maximum retry limit reached,0,5259.6,Authentication Failure,Technical,3,0,0.0,False,0,0.0
TXN105122,0.073,246.36,VERY LOW,Stop Recovery,Maximum retry limit reached,0,3396.13,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN105123,0.72,852.71,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1185.04,Network Timeout,Temporary,1,0,0.0,True,1,1185.04
TXN105124,0.404,959.24,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,2374.37,Network Timeout,Temporary,1,1,2318.98,True,0,0.0
TXN105125,0.107,105.07,VERY LOW,Stop Recovery,Recovery probability is too low,0,977.9,Processing Error,Technical,1,0,0.0,False,0,0.0
TXN105126,0.024,33.65,VERY LOW,Stop Recovery,Recovery probability is too low,0,1376.32,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN105127,0.291,292.29,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1003.1,Payment Declined,Customer Related,2,1,1001.01,False,0,0.0
TXN105128,0.479,1185.61,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2472.94,Processing Error,Technical,1,0,0.0,True,0,0.0
TXN105129,0.416,1754.51,LOW,Stop Recovery,Maximum retry limit reached,0,4214.94,Processing Error,Technical,2,1,4035.8,False,0,0.0
TXN105130,0.31,785.51,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2537.46,Payment Declined,Customer Related,0,1,2488.8,False,0,0.0
TXN105131,0.435,1219.07,LOW,Send Payment Reminder,Customer action may be required,60,2800.49,Insufficient Balance,Customer Related,1,1,2664.75,True,0,0.0
TXN105132,0.496,1391.65,LOW,Send Payment Reminder,Customer action may be required,60,2802.95,Incorrect Payment Details,Customer Related,0,0,0.0,True,1,2802.95
TXN105133,0.713,1484.02,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2081.83,Gateway Timeout,Temporary,0,1,2045.11,True,1,2081.83
TXN105134,0.252,135.82,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,538.38,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105135,0.393,2054.43,LOW,Stop Recovery,Maximum retry limit reached,0,5222.74,Network Timeout,Temporary,2,1,5013.12,False,0,0.0
TXN105136,0.687,3895.42,MEDIUM,Retry,Technical failure with high recovery potential,0,5673.31,Authentication Failure,Technical,0,0,0.0,True,1,5673.31
TXN105137,0.564,626.35,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1110.87,Processing Error,Technical,0,0,0.0,True,1,1110.87
TXN105138,0.5,497.7,VERY LOW,Stop Recovery,Maximum retry limit reached,0,995.7,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN105139,0.231,505.48,LOW,Stop Recovery,Maximum retry limit reached,0,2186.22,Gateway Timeout,Temporary,3,1,2165.11,False,0,0.0
TXN105140,0.391,812.8,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2081.1,Insufficient Balance,Customer Related,0,1,2005.11,False,0,0.0
TXN105141,0.756,861.73,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1139.61,Bank Server Unavailable,Temporary,0,1,1105.48,True,1,1139.61
TXN105142,0.835,411.32,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,492.74,Gateway Timeout,Temporary,0,1,480.81,True,1,492.74
TXN105143,0.244,418.11,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1710.53,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105144,0.183,381.75,VERY LOW,Stop Recovery,Recovery probability is too low,0,2082.14,Incorrect Payment Details,Customer Related,1,0,0.0,False,0,0.0
TXN105145,0.71,1699.11,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2393.85,Network Timeout,Temporary,1,0,0.0,True,1,2393.85
TXN105146,0.012,20.96,VERY LOW,Stop Recovery,Recovery probability is too low,0,1771.24,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105147,0.342,368.6,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1078.26,Payment Declined,Customer Related,0,1,1057.23,False,0,0.0
TXN105148,0.84,2490.58,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2966.69,Bank Server Unavailable,Temporary,0,1,2862.73,True,1,2966.69
TXN105149,0.624,881.67,LOW,Retry,Temporary failure with moderate recovery probability,0,1411.88,Network Timeout,Temporary,1,1,1352.35,True,1,1411.88
TXN105150,0.207,190.75,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,923.4,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105151,0.267,309.95,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1159.19,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN105152,0.333,110.38,VERY LOW,Stop Recovery,Maximum retry limit reached,0,331.37,Payment Declined,Customer Related,3,1,325.33,False,0,0.0
TXN105153,0.647,749.06,LOW,Retry,Temporary failure with moderate recovery probability,0,1157.72,Gateway Timeout,Temporary,1,1,1125.41,True,0,0.0
TXN105154,0.666,1548.03,LOW,Retry,Temporary failure with moderate recovery probability,0,2323.31,Bank Server Unavailable,Temporary,0,1,2213.84,True,1,2323.31
TXN105155,0.754,1326.02,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1757.81,Bank Server Unavailable,Temporary,0,0,0.0,True,1,1757.81
TXN105156,0.524,2368.39,LOW,Retry,Temporary failure with moderate recovery probability,0,4521.19,Network Timeout,Temporary,1,1,4416.49,True,0,0.0
TXN105157,0.781,847.29,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1085.31,Bank Server Unavailable,Temporary,0,1,1056.39,True,1,1085.31
TXN105158,0.378,747.53,LOW,Escalate,Low recovery probability requires investigation,0,1978.02,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN105159,0.49,1237.99,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,2525.49,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN105160,0.475,4148.47,MEDIUM,Stop Recovery,Maximum retry limit reached,0,8727.95,Network Timeout,Temporary,3,1,8515.14,False,0,0.0
TXN105161,0.718,1079.69,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1503.89,Network Timeout,Temporary,0,1,1436.75,True,1,1503.89
TXN105162,0.551,320.21,VERY LOW,Send Payment Reminder,Customer action may be required,60,580.94,Insufficient Balance,Customer Related,0,0,0.0,True,1,580.94
TXN105163,0.316,834.76,LOW,Stop Recovery,Maximum retry limit reached,0,2639.5,Gateway Timeout,Temporary,2,1,2569.95,False,0,0.0
TXN105164,0.677,4031.39,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,5958.55,Bank Server Unavailable,Temporary,1,1,5882.65,True,1,5958.55
TXN105165,0.858,888.27,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1034.8,Network Timeout,Temporary,0,1,989.93,True,0,0.0
TXN105166,0.119,312.42,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2625.08,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN105167,0.118,421.65,VERY LOW,Stop Recovery,Recovery probability is too low,0,3579.51,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN105168,0.274,827.96,LOW,Stop Recovery,Maximum retry limit reached,0,3021.93,Incorrect Payment Details,Customer Related,2,0,0.0,False,0,0.0
TXN105169,0.746,1104.15,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1480.96,Bank Server Unavailable,Temporary,1,1,1453.09,True,1,1480.96
TXN105170,0.801,613.74,LOW,Retry After Delay,Temporary failure with high recovery probability,10,766.03,Gateway Timeout,Temporary,0,0,0.0,True,1,766.03
TXN105171,0.411,516.48,LOW,Send Payment Reminder,Customer action may be required,60,1255.11,Payment Declined,Customer Related,1,0,0.0,True,0,0.0
TXN105172,0.496,959.77,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,1933.1,Gateway Timeout,Temporary,0,1,1853.64,True,1,1933.1
TXN105173,0.019,51.53,VERY LOW,Stop Recovery,Recovery probability is too low,0,2769.93,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105174,0.008,14.09,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1749.62,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN105175,0.438,432.95,VERY LOW,Send Payment Reminder,Customer action may be required,60,988.39,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN105176,0.023,47.15,VERY LOW,Stop Recovery,Recovery probability is too low,0,2088.71,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN105177,0.255,680.31,LOW,Stop Recovery,Maximum retry limit reached,0,2665.29,Gateway Timeout,Temporary,3,0,0.0,False,0,0.0
TXN105178,0.019,34.9,VERY LOW,Stop Recovery,Recovery probability is too low,0,1814.72,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN105179,0.021,14.56,VERY LOW,Stop Recovery,Recovery probability is too low,0,686.12,Incorrect Payment Details,Customer Related,1,0,0.0,False,0,0.0
TXN105180,0.418,484.51,VERY LOW,Send Payment Reminder,Customer action may be required,60,1158.49,Payment Declined,Customer Related,0,0,0.0,True,0,0.0
TXN105181,0.589,1684.9,LOW,Send Payment Reminder,Customer action may be required,60,2859.08,Insufficient Balance,Customer Related,0,0,0.0,True,1,2859.08
TXN105182,0.444,196.82,VERY LOW,Send Payment Reminder,Customer action may be required,60,443.01,Incorrect Payment Details,Customer Related,0,1,427.71,True,1,443.01
TXN105183,0.431,108.23,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,251.0,Processing Error,Technical,0,0,0.0,True,1,251.0
TXN105184,0.023,102.44,VERY LOW,Stop Recovery,Recovery probability is too low,0,4475.92,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN105185,0.015,29.44,VERY LOW,Stop Recovery,Recovery probability is too low,0,2016.53,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105186,0.105,229.22,VERY LOW,Stop Recovery,Recovery probability is too low,0,2176.31,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN105187,0.02,11.29,VERY LOW,Stop Recovery,Recovery probability is too low,0,565.97,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105188,0.543,1311.36,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2416.37,Processing Error,Technical,1,0,0.0,True,1,2416.37
TXN105189,0.341,569.6,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1669.37,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN105190,0.369,139.29,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,377.11,Incorrect Payment Details,Customer Related,1,1,365.09,False,0,0.0
TXN105191,0.608,2543.99,MEDIUM,Send Payment Reminder,Customer action may be required,60,4185.69,Payment Declined,Customer Related,0,1,4136.17,True,0,0.0
TXN105192,0.569,865.92,LOW,Stop Recovery,Maximum retry limit reached,0,1520.73,Network Timeout,Temporary,3,1,1461.88,False,0,0.0
TXN105193,0.05,48.8,VERY LOW,Stop Recovery,Maximum retry limit reached,0,975.68,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN105194,0.778,770.09,LOW,Retry After Delay,Temporary failure with high recovery probability,10,989.9,Network Timeout,Temporary,1,1,953.45,True,1,989.9
TXN105195,0.499,133.21,VERY LOW,Send Payment Reminder,Customer action may be required,60,267.15,Insufficient Balance,Customer Related,0,1,265.41,True,0,0.0
TXN105196,0.275,593.17,LOW,Stop Recovery,Maximum retry limit reached,0,2153.11,Incorrect Payment Details,Customer Related,2,1,2125.49,False,0,0.0
TXN105197,0.191,316.25,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1651.58,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN105198,0.489,561.29,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,1146.81,Network Timeout,Temporary,0,1,1118.5,True,1,1146.81
TXN105199,0.017,64.44,VERY LOW,Stop Recovery,Recovery probability is too low,0,3724.87,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105200,0.849,376.08,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,442.71,Network Timeout,Temporary,0,1,427.57,True,0,0.0
TXN105201,0.139,115.51,VERY LOW,Stop Recovery,Recovery probability is too low,0,830.96,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN105202,0.096,65.22,VERY LOW,Stop Recovery,Recovery probability is too low,0,678.57,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN105203,0.415,444.84,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1071.66,Authentication Failure,Technical,1,1,1060.5,True,1,1071.66
TXN105204,0.791,1118.78,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1413.71,Network Timeout,Temporary,0,0,0.0,True,1,1413.71
TXN105205,0.859,1623.22,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1889.39,Network Timeout,Temporary,0,1,1848.07,True,1,1889.39
TXN105206,0.523,531.16,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1014.77,Processing Error,Technical,1,1,980.79,True,0,0.0
TXN105207,0.84,557.46,LOW,Retry After Delay,Temporary failure with high recovery probability,10,663.89,Network Timeout,Temporary,0,0,0.0,True,1,663.89
TXN105208,0.014,70.34,VERY LOW,Stop Recovery,Recovery probability is too low,0,5160.59,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105209,0.593,5467.87,MEDIUM,Retry After Delay,Delayed retry may resolve the technical issue,15,9221.68,Authentication Failure,Technical,1,1,8905.77,True,1,9221.68
TXN105210,0.023,34.34,VERY LOW,Stop Recovery,Recovery probability is too low,0,1502.11,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN105211,0.023,16.98,VERY LOW,Stop Recovery,Recovery probability is too low,0,731.12,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN105212,0.772,3365.6,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4360.59,Bank Server Unavailable,Temporary,1,1,4242.26,True,1,4360.59
TXN105213,0.15,62.97,VERY LOW,Stop Recovery,Recovery probability is too low,0,420.98,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN105214,0.666,682.12,LOW,Stop Recovery,Maximum retry limit reached,0,1024.73,Gateway Timeout,Temporary,2,1,1022.1,False,0,0.0
TXN105215,0.757,581.01,LOW,Retry After Delay,Temporary failure with high recovery probability,10,767.48,Bank Server Unavailable,Temporary,0,1,753.79,True,1,767.48
TXN105216,0.56,296.44,VERY LOW,Send Payment Reminder,Customer action may be required,60,529.73,Insufficient Balance,Customer Related,0,0,0.0,True,1,529.73
TXN105217,0.707,757.24,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1070.61,Bank Server Unavailable,Temporary,0,1,1053.45,True,1,1070.61
TXN105218,0.014,9.61,VERY LOW,Stop Recovery,Recovery probability is too low,0,670.93,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105219,0.474,640.71,LOW,Send Payment Reminder,Customer action may be required,60,1353.06,Insufficient Balance,Customer Related,1,1,1311.58,True,1,1353.06
TXN105220,0.752,1029.8,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1368.87,Network Timeout,Temporary,0,1,1367.27,True,1,1368.87
TXN105221,0.765,623.33,LOW,Retry After Delay,Temporary failure with high recovery probability,10,814.79,Network Timeout,Temporary,0,1,790.63,True,1,814.79
TXN105222,0.528,525.6,LOW,Retry,Temporary failure with moderate recovery probability,0,995.84,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN105223,0.678,755.53,LOW,Retry,Temporary failure with moderate recovery probability,0,1113.56,Network Timeout,Temporary,1,1,1058.55,True,1,1113.56
TXN105224,0.832,2130.6,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2560.29,Gateway Timeout,Temporary,0,1,2534.84,True,1,2560.29
TXN105225,0.094,112.25,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1189.46,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN105226,0.752,1947.58,LOW,Stop Recovery,Maximum retry limit reached,0,2590.9,Network Timeout,Temporary,2,1,2527.8,False,0,0.0
TXN105227,0.362,773.82,LOW,Stop Recovery,Maximum retry limit reached,0,2140.19,Network Timeout,Temporary,3,1,2049.26,False,0,0.0
TXN105228,0.547,1157.61,LOW,Stop Recovery,Maximum retry limit reached,0,2115.88,Gateway Timeout,Temporary,2,1,2012.51,False,0,0.0
TXN105229,0.453,1842.56,LOW,Send Payment Reminder,Customer action may be required,60,4065.44,Payment Declined,Customer Related,0,0,0.0,True,1,4065.44
TXN105230,0.398,217.48,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,547.02,Incorrect Payment Details,Customer Related,0,1,546.81,False,0,0.0
TXN105231,0.67,614.79,LOW,Retry,Technical failure with high recovery potential,0,917.32,Processing Error,Technical,0,0,0.0,True,0,0.0
TXN105232,0.544,2984.64,MEDIUM,Send Payment Reminder,Customer action may be required,60,5489.76,Insufficient Balance,Customer Related,0,1,5392.96,True,1,5489.76
TXN105233,0.779,849.61,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1090.23,Network Timeout,Temporary,0,1,1061.11,True,1,1090.23
TXN105234,0.632,89.02,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,140.88,Bank Server Unavailable,Temporary,1,1,136.19,True,1,140.88
TXN105235,0.6,683.23,LOW,Retry,Temporary failure with moderate recovery probability,0,1138.68,Gateway Timeout,Temporary,0,1,1085.86,True,0,0.0
TXN105236,0.314,468.87,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1492.12,Authentication Failure,Technical,2,1,1465.66,False,0,0.0
TXN105237,0.64,105.71,VERY LOW,Send Payment Reminder,Customer action may be required,60,165.06,Payment Declined,Customer Related,0,1,159.85,True,0,0.0
TXN105238,0.743,2893.97,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,3893.83,Bank Server Unavailable,Temporary,1,0,0.0,True,1,3893.83
TXN105239,0.606,458.61,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,756.75,Authentication Failure,Technical,0,1,756.36,True,1,756.75
TXN105240,0.248,432.35,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1742.11,Authentication Failure,Technical,2,1,1664.46,False,0,0.0
TXN105241,0.092,102.75,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1117.91,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN105242,0.544,259.78,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,477.86,Gateway Timeout,Temporary,0,1,459.85,True,0,0.0
TXN105243,0.804,457.27,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,568.84,Network Timeout,Temporary,0,1,551.87,True,1,568.84
TXN105244,0.774,490.41,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,633.93,Network Timeout,Temporary,0,1,627.51,True,1,633.93
TXN105245,0.02,63.79,VERY LOW,Stop Recovery,Recovery probability is too low,0,3192.43,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN105246,0.622,740.45,LOW,Send Payment Reminder,Customer action may be required,60,1190.31,Insufficient Balance,Customer Related,0,1,1177.04,True,0,0.0
TXN105247,0.44,388.39,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,882.28,Processing Error,Technical,1,1,848.94,True,0,0.0
TXN105248,0.378,239.82,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,634.17,Gateway Timeout,Temporary,1,0,0.0,True,1,634.17
TXN105249,0.021,71.83,VERY LOW,Stop Recovery,Recovery probability is too low,0,3487.43,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN105250,0.126,545.53,LOW,Stop Recovery,Maximum retry limit reached,0,4321.51,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN105251,0.611,2111.75,LOW,Retry,Temporary failure with moderate recovery probability,0,3455.75,Gateway Timeout,Temporary,1,1,3345.38,True,1,3455.75
TXN105252,0.752,1492.8,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1986.14,Gateway Timeout,Temporary,1,1,1892.7,True,1,1986.14
TXN105253,0.46,776.92,LOW,Send Payment Reminder,Customer action may be required,60,1688.95,Payment Declined,Customer Related,0,1,1636.46,True,0,0.0
TXN105254,0.436,220.78,VERY LOW,Send Payment Reminder,Customer action may be required,60,506.36,Incorrect Payment Details,Customer Related,0,0,0.0,True,0,0.0
TXN105255,0.35,384.75,VERY LOW,Escalate,Low recovery probability requires investigation,0,1100.31,Processing Error,Technical,1,0,0.0,True,1,1100.31
TXN105256,0.43,333.36,VERY LOW,Stop Recovery,Maximum retry limit reached,0,775.04,Authentication Failure,Technical,3,0,0.0,False,0,0.0
TXN105257,0.503,156.41,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,310.94,Authentication Failure,Technical,1,1,298.01,True,1,310.94
TXN105258,0.527,1645.15,LOW,Send Payment Reminder,Customer action may be required,60,3120.14,Payment Declined,Customer Related,1,1,3107.59,True,0,0.0
TXN105259,0.482,369.97,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,767.65,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN105260,0.491,1712.12,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3486.85,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN105261,0.326,882.9,LOW,Escalate,Low recovery probability requires investigation,0,2711.88,Processing Error,Technical,0,0,0.0,True,1,2711.88
TXN105262,0.019,39.13,VERY LOW,Stop Recovery,Recovery probability is too low,0,2090.95,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN105263,0.833,1822.48,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2187.05,Gateway Timeout,Temporary,0,1,2166.05,True,1,2187.05
TXN105264,0.581,475.71,VERY LOW,Send Payment Reminder,Customer action may be required,60,818.73,Insufficient Balance,Customer Related,0,1,784.55,True,0,0.0
TXN105265,0.67,3967.45,MEDIUM,Retry,Technical failure with high recovery potential,0,5921.12,Processing Error,Technical,1,1,5770.36,True,0,0.0
TXN105266,0.357,495.08,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1386.45,Network Timeout,Temporary,2,1,1383.56,False,0,0.0
TXN105267,0.011,18.8,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1705.38,Incorrect Payment Details,Customer Related,2,0,0.0,False,0,0.0
TXN105268,0.467,372.17,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,796.91,Authentication Failure,Technical,0,0,0.0,True,1,796.91
TXN105269,0.304,193.32,VERY LOW,Escalate,Low recovery probability requires investigation,0,635.92,Authentication Failure,Technical,0,1,617.18,True,1,635.92
TXN105270,0.391,766.39,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1962.23,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN105271,0.192,305.85,VERY LOW,Stop Recovery,Recovery probability is too low,0,1594.01,Processing Error,Technical,0,1,1550.02,False,0,0.0
TXN105272,0.742,528.68,LOW,Retry After Delay,Temporary failure with high recovery probability,10,712.31,Network Timeout,Temporary,0,1,688.86,True,1,712.31
TXN105273,0.515,218.29,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,423.8,Bank Server Unavailable,Temporary,1,0,0.0,True,1,423.8
TXN105274,0.65,315.27,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,484.96,Gateway Timeout,Temporary,0,1,472.65,True,1,484.96
TXN105275,0.647,2256.28,LOW,Retry,Temporary failure with moderate recovery probability,0,3487.38,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN105276,0.393,322.47,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,820.08,Insufficient Balance,Customer Related,1,1,803.54,False,0,0.0
TXN105277,0.802,819.22,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1021.34,Bank Server Unavailable,Temporary,0,1,974.87,True,1,1021.34
TXN105278,0.362,1549.1,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,4273.86,Incorrect Payment Details,Customer Related,1,1,4079.94,False,0,0.0
TXN105279,0.547,298.62,VERY LOW,Send Payment Reminder,Customer action may be required,60,545.81,Insufficient Balance,Customer Related,0,1,539.51,True,0,0.0
TXN105280,0.023,17.22,VERY LOW,Stop Recovery,Recovery probability is too low,0,748.75,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN105281,0.651,471.56,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,724.14,Gateway Timeout,Temporary,0,1,723.52,True,1,724.14
TXN105282,0.547,2673.61,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,4887.59,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN105283,0.792,5223.66,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,6599.22,Network Timeout,Temporary,0,1,6431.35,True,0,0.0
TXN105284,0.698,1704.64,LOW,Retry,Temporary failure with moderate recovery probability,0,2443.66,Bank Server Unavailable,Temporary,0,1,2426.72,True,1,2443.66
TXN105285,0.726,1819.04,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2506.66,Network Timeout,Temporary,0,0,0.0,True,1,2506.66
