decision_timestamp,transaction_id,amount,payment_method,failure_reason,failure_category,retry_count,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,guardrail_triggered,recovery_attempted,outcome,recovered_amount
2026-08-25T23:41:59,TXN104762,4392.03,Credit Card,Bank Server Unavailable,Temporary,0,0.725,3182.66,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,4392.03
2026-08-25T23:41:59,TXN104763,779.71,Debit Card,Processing Error,Technical,0,0.667,520.29,LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovered,779.71
2026-08-25T23:41:59,TXN104764,1186.73,Credit Card,Bank Server Unavailable,Temporary,1,0.69,818.67,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1186.73
2026-08-25T23:41:59,TXN104765,1644.76,Debit Card,Network Timeout,Temporary,0,0.826,1358.14,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1644.76
2026-08-25T23:41:59,TXN104766,607.09,UPI,Processing Error,Technical,1,0.428,259.73,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104767,961.94,UPI,Payment Declined,Customer Related,0,0.626,602.23,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104768,1465.73,Wallet,Gateway Timeout,Temporary,0,0.856,1253.94,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1465.73
2026-08-25T23:41:59,TXN104769,1390.4,Net Banking,Insufficient Balance,Customer Related,0,0.025,34.08,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104770,3730.44,UPI,Gateway Timeout,Temporary,0,0.672,2507.75,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104771,4597.03,UPI,Payment Declined,Customer Related,3,0.292,1342.21,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104772,675.28,Credit Card,Payment Declined,Customer Related,0,0.517,349.33,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104773,1464.13,UPI,Network Timeout,Temporary,0,0.841,1230.83,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104774,2297.09,Credit Card,Processing Error,Technical,0,0.316,726.58,LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104775,4505.61,Credit Card,Insufficient Balance,Customer Related,0,0.33,1488.11,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104776,2379.85,UPI,Bank Server Unavailable,Temporary,0,0.685,1629.39,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,2379.85
2026-08-25T23:41:59,TXN104777,1690.42,UPI,Gateway Timeout,Temporary,0,0.576,973.24,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104778,2282.97,Debit Card,Processing Error,Technical,2,0.155,354.0,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104779,2296.21,UPI,Insufficient Balance,Customer Related,0,0.341,783.43,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104780,637.67,UPI,Payment Declined,Customer Related,1,0.18,114.71,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104781,1562.81,Debit Card,Processing Error,Technical,0,0.666,1040.6,LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104782,4304.12,Debit Card,Payment Declined,Customer Related,0,0.026,113.91,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104783,1134.69,UPI,Payment Declined,Customer Related,1,0.295,334.18,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104784,1485.58,Net Banking,Bank Server Unavailable,Temporary,1,0.644,956.62,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1485.58
2026-08-25T23:41:59,TXN104785,1103.22,Debit Card,Payment Declined,Customer Related,0,0.367,404.92,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104786,210.38,UPI,Insufficient Balance,Customer Related,0,0.371,78.07,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104787,1361.68,UPI,Processing Error,Technical,0,0.606,824.66,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1361.68
2026-08-25T23:41:59,TXN104788,1705.19,Debit Card,Network Timeout,Temporary,0,0.864,1473.18,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1705.19
2026-08-25T23:41:59,TXN104789,888.92,UPI,Gateway Timeout,Temporary,2,0.362,322.1,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104790,531.81,Credit Card,Network Timeout,Temporary,0,0.579,307.87,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,531.81
2026-08-25T23:41:59,TXN104791,662.17,Debit Card,Insufficient Balance,Customer Related,3,0.381,252.02,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104792,2468.46,Credit Card,Network Timeout,Temporary,0,0.833,2056.58,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2468.46
2026-08-25T23:41:59,TXN104793,6490.01,Credit Card,Authentication Failure,Technical,1,0.605,3924.22,MEDIUM,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104794,4047.87,Credit Card,Processing Error,Technical,0,0.436,1763.39,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,4047.87
2026-08-25T23:41:59,TXN104795,456.93,UPI,Payment Declined,Customer Related,2,0.366,167.04,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104796,2653.68,UPI,Network Timeout,Temporary,0,0.532,1411.18,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104797,787.98,Credit Card,Gateway Timeout,Temporary,1,0.427,336.19,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104798,840.66,Debit Card,Processing Error,Technical,0,0.555,466.66,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,840.66
2026-08-25T23:41:59,TXN104799,925.58,Debit Card,Network Timeout,Temporary,1,0.727,673.19,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,925.58
2026-08-25T23:41:59,TXN104800,2356.31,UPI,Payment Declined,Customer Related,1,0.488,1150.47,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2356.31
2026-08-25T23:41:59,TXN104801,2885.35,Wallet,Gateway Timeout,Temporary,1,0.75,2164.33,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2885.35
2026-08-25T23:41:59,TXN104802,1238.4,UPI,Processing Error,Technical,0,0.648,801.95,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104803,1255.32,UPI,Gateway Timeout,Temporary,0,0.594,745.75,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1255.32
2026-08-25T23:41:59,TXN104804,1941.88,UPI,Network Timeout,Temporary,0,0.802,1557.63,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1941.88
2026-08-25T23:41:59,TXN104805,2109.9,UPI,Incorrect Payment Details,Customer Related,0,0.4,844.76,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2109.9
2026-08-25T23:41:59,TXN104806,3432.28,Credit Card,Gateway Timeout,Temporary,0,0.569,1953.91,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,3432.28
2026-08-25T23:41:59,TXN104807,479.38,UPI,Payment Declined,Customer Related,3,0.369,176.69,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104808,1361.06,UPI,Network Timeout,Temporary,2,0.322,437.7,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104809,569.97,UPI,Insufficient Balance,Customer Related,0,0.464,264.33,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104810,1285.94,Debit Card,Insufficient Balance,Customer Related,2,0.007,9.46,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104811,1117.74,Net Banking,Insufficient Balance,Customer Related,2,0.354,395.68,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104812,1290.26,Debit Card,Authentication Failure,Technical,0,0.214,276.69,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104813,706.42,UPI,Processing Error,Technical,1,0.448,316.7,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,706.42
2026-08-25T23:41:59,TXN104814,407.55,Credit Card,Incorrect Payment Details,Customer Related,2,0.013,5.25,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104815,250.75,UPI,Incorrect Payment Details,Customer Related,0,0.021,5.38,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104816,1205.99,UPI,Insufficient Balance,Customer Related,0,0.024,29.52,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104817,948.8,Net Banking,Network Timeout,Temporary,1,0.61,578.46,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,948.8
2026-08-25T23:41:59,TXN104818,779.97,Credit Card,Payment Declined,Customer Related,0,0.026,20.11,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104819,3858.52,UPI,Network Timeout,Temporary,0,0.571,2204.94,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,3858.52
2026-08-25T23:41:59,TXN104820,673.47,UPI,Bank Server Unavailable,Temporary,2,0.753,506.95,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104821,4160.82,UPI,Incorrect Payment Details,Customer Related,0,0.608,2529.95,MEDIUM,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,4160.82
2026-08-25T23:41:59,TXN104822,4910.22,UPI,Payment Declined,Customer Related,2,0.065,319.87,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104823,281.26,Credit Card,Gateway Timeout,Temporary,0,0.781,219.59,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,281.26
2026-08-25T23:41:59,TXN104824,1442.17,UPI,Incorrect Payment Details,Customer Related,0,0.6,865.59,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1442.17
2026-08-25T23:41:59,TXN104825,972.86,Wallet,Processing Error,Technical,0,0.5,486.16,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,972.86
2026-08-25T23:41:59,TXN104826,130.39,Credit Card,Payment Declined,Customer Related,1,0.016,2.07,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104827,421.7,Net Banking,Payment Declined,Customer Related,2,0.158,66.48,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104828,2489.78,Debit Card,Gateway Timeout,Temporary,2,0.781,1943.33,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104829,6736.93,Debit Card,Processing Error,Technical,1,0.065,436.48,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104830,2757.67,Credit Card,Gateway Timeout,Temporary,0,0.689,1900.46,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,2757.67
2026-08-25T23:41:59,TXN104831,1735.25,UPI,Processing Error,Technical,0,0.639,1108.3,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104832,1316.77,Credit Card,Processing Error,Technical,0,0.55,723.74,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104833,5146.8,UPI,Incorrect Payment Details,Customer Related,0,0.614,3160.74,MEDIUM,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,5146.8
2026-08-25T23:41:59,TXN104834,7469.56,UPI,Authentication Failure,Technical,0,0.111,828.48,LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104835,837.59,UPI,Insufficient Balance,Customer Related,0,0.616,516.16,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104836,270.43,Debit Card,Processing Error,Technical,0,0.337,91.11,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104837,250.0,Wallet,Incorrect Payment Details,Customer Related,0,0.017,4.16,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104838,3856.46,UPI,Gateway Timeout,Temporary,0,0.565,2178.31,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,3856.46
2026-08-25T23:41:59,TXN104839,1289.94,Credit Card,Network Timeout,Temporary,0,0.694,895.69,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104840,1550.9,Net Banking,Payment Declined,Customer Related,0,0.368,570.44,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104841,319.73,UPI,Authentication Failure,Technical,0,0.101,32.29,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104842,733.22,UPI,Processing Error,Technical,0,0.381,279.31,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104843,1057.45,UPI,Authentication Failure,Technical,0,0.301,318.65,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104844,1581.72,Net Banking,Bank Server Unavailable,Temporary,0,0.783,1239.23,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1581.72
2026-08-25T23:41:59,TXN104845,973.72,UPI,Insufficient Balance,Customer Related,0,0.321,312.48,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104846,584.14,UPI,Payment Declined,Customer Related,2,0.309,180.68,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104847,715.05,Credit Card,Payment Declined,Customer Related,0,0.372,266.15,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104848,3521.56,Net Banking,Gateway Timeout,Temporary,1,0.695,2447.65,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,3521.56
2026-08-25T23:41:59,TXN104849,1629.17,Wallet,Payment Declined,Customer Related,0,0.02,32.66,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104850,2185.77,UPI,Payment Declined,Customer Related,0,0.575,1256.07,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104851,652.56,Wallet,Payment Declined,Customer Related,0,0.404,263.46,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,652.56
2026-08-25T23:41:59,TXN104852,126.08,UPI,Payment Declined,Customer Related,0,0.027,3.45,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104853,881.4,UPI,Payment Declined,Customer Related,0,0.026,23.04,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104854,669.64,Wallet,Bank Server Unavailable,Temporary,1,0.696,466.2,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,669.64
2026-08-25T23:41:59,TXN104855,1770.84,Credit Card,Processing Error,Technical,2,0.144,255.48,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104856,18556.57,UPI,Bank Server Unavailable,Temporary,0,0.735,13637.9,HIGH,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,18556.57
2026-08-25T23:41:59,TXN104857,2335.85,Credit Card,Incorrect Payment Details,Customer Related,0,0.382,891.6,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104858,11953.37,Debit Card,Bank Server Unavailable,Temporary,0,0.843,10073.11,HIGH,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,11953.37
2026-08-25T23:41:59,TXN104859,2111.21,Net Banking,Payment Declined,Customer Related,0,0.02,41.85,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104860,809.24,Net Banking,Processing Error,Technical,2,0.491,397.24,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104861,1769.29,Credit Card,Network Timeout,Temporary,3,0.276,489.02,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104862,5566.44,Net Banking,Processing Error,Technical,0,0.117,650.12,LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104863,5788.63,Credit Card,Network Timeout,Temporary,1,0.394,2279.88,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,5788.63
2026-08-25T23:41:59,TXN104864,845.33,Credit Card,Network Timeout,Temporary,1,0.8,676.09,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,845.33
2026-08-25T23:41:59,TXN104865,1640.16,Debit Card,Authentication Failure,Technical,1,0.097,159.83,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104866,426.92,UPI,Incorrect Payment Details,Customer Related,0,0.076,32.4,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104867,2590.83,UPI,Network Timeout,Temporary,0,0.717,1857.17,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104868,4640.99,UPI,Processing Error,Technical,0,0.542,2514.14,MEDIUM,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,4640.99
2026-08-25T23:41:59,TXN104869,1382.76,Credit Card,Payment Declined,Customer Related,1,0.286,394.89,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104870,785.32,UPI,Network Timeout,Temporary,3,0.575,451.83,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104871,1786.66,UPI,Processing Error,Technical,1,0.592,1056.89,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1786.66
2026-08-25T23:41:59,TXN104872,1870.51,UPI,Insufficient Balance,Customer Related,0,0.54,1009.56,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1870.51
2026-08-25T23:41:59,TXN104873,1429.26,UPI,Gateway Timeout,Temporary,3,0.6,857.9,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104874,1545.3,Debit Card,Authentication Failure,Technical,0,0.115,177.25,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104875,1165.55,UPI,Incorrect Payment Details,Customer Related,0,0.312,363.38,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104876,2971.33,UPI,Payment Declined,Customer Related,1,0.529,1572.9,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2971.33
2026-08-25T23:41:59,TXN104877,2413.86,Debit Card,Processing Error,Technical,0,0.188,453.07,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104878,610.04,Net Banking,Processing Error,Technical,2,0.493,300.91,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104879,596.77,UPI,Bank Server Unavailable,Temporary,0,0.829,494.55,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,596.77
2026-08-25T23:41:59,TXN104880,1092.8,UPI,Processing Error,Technical,0,0.177,193.76,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104881,2415.04,Wallet,Insufficient Balance,Customer Related,0,0.421,1016.91,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2415.04
2026-08-25T23:41:59,TXN104882,1507.86,UPI,Insufficient Balance,Customer Related,1,0.018,27.58,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104883,800.69,Wallet,Processing Error,Technical,0,0.635,508.27,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104884,1651.13,UPI,Incorrect Payment Details,Customer Related,0,0.511,843.63,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1651.13
2026-08-25T23:41:59,TXN104885,1027.98,UPI,Gateway Timeout,Temporary,1,0.665,683.72,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104886,2709.15,UPI,Payment Declined,Customer Related,0,0.373,1010.89,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104887,1748.38,UPI,Insufficient Balance,Customer Related,0,0.406,710.31,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104888,1040.83,Net Banking,Network Timeout,Temporary,1,0.771,802.75,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1040.83
2026-08-25T23:41:59,TXN104889,1611.97,Wallet,Processing Error,Technical,0,0.678,1092.67,LOW,Retry,Technical failure with high recovery potential,0,None,True,Recovered,1611.97
2026-08-25T23:41:59,TXN104890,3835.44,Wallet,Authentication Failure,Technical,2,0.461,1766.94,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104891,849.2,Net Banking,Incorrect Payment Details,Customer Related,0,0.57,483.96,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104892,1848.49,Net Banking,Payment Declined,Customer Related,0,0.556,1028.25,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104893,1266.02,Debit Card,Bank Server Unavailable,Temporary,0,0.738,933.99,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1266.02
2026-08-25T23:41:59,TXN104894,1884.82,Net Banking,Processing Error,Technical,0,0.435,819.78,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1884.82
2026-08-25T23:41:59,TXN104895,793.42,UPI,Gateway Timeout,Temporary,2,0.743,589.78,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104896,1463.04,UPI,Network Timeout,Temporary,1,0.367,536.44,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104897,3249.51,Credit Card,Processing Error,Technical,0,0.106,345.68,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN104898,632.95,Net Banking,Processing Error,Technical,0,0.532,336.71,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN104899,462.42,Debit Card,Payment Declined,Customer Related,0,0.02,9.42,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
